FEATURE_ID,GEO_CODE,GEO_CODE_CLEAN,ADMIN_LEVEL,LEVEL_STANDARD,LEVEL_ORDER,location_name,PARENT_GEO_CODE,PARENT_LOCATION_NAME,CHILD_COUNT,HAS_CHILDREN,ADMIN_PATH,CENSUS_DATA_AVAILABLE,CENSUS_TABLE_COUNT,CENSUS_COVERAGE_PCT,SDG_DATA_AVAILABLE,SDG_INDICATOR_COUNT,NAME_MATCH_STATUS,CENSUS_LOCATION_NAME,DIVISION_CODE,DIVISION_NAME,DISTRICT_CODE,DISTRICT_NAME,CITY_CODE,CITY_NAME,UPAZILA_CODE,UPAZILA_NAME,MUNICIPALITY_CODE,MUNICIPALITY_NAME,UNION_CODE,UNION_NAME,MAUZA_CODE,CENTROID_LAT,CENTROID_LON,MAUZA_NAME,VILLAGE_CODE,VILLAGE_NAME,RMO_CODE,location_id,source_row_number,level,district,city_corporation,upazila_thana,paurashava,union_ward,mauza,village_mahalla,household_except_floating_household_total_c_01,general_c_01,institutional_c_01,others_c_01,population_including_floating_population_total_c_01,male_c_01,female_c_01,hijra_c_01,sex_ratio_c_01,total_c_02,age_group_in_years_0_4_c_02,5_9_c_02,10_14_c_02,15_19_c_02,20_24_c_02,25_29_c_02,30_34_c_02,35_39_c_02,40_44_c_02,45_49_c_02,50_54_c_02,55_59_c_02,60_64_c_02,65_69_c_02,70_74_c_02,75_79_c_02,80_c_02,total_c_03,muslim_c_03,hindu_c_03,christian_c_03,buddhist_c_03,others_c_03,male_population_number_c_04,total_c_04,never_married_c_04,currently_married_c_04,widowed_widower_c_04,divorced_c_04,separated_c_04,female_population_number_c_04,total_1_c_04,never_married_1_c_04,currently_married_1_c_04,widowed_widower_1_c_04,divorced_1_c_04,separated_1_c_04,5_years_and_above_total_c_05,male_c_05,female_c_05,7_years_and_above_total_c_05,male_1_c_05,female_1_c_05,15_years_and_above_total_c_05,male_2_c_05,female_2_c_05,population_number_c_06,field_of_education_total_c_06,general_c_06,technical_c_06,religious_c_06,others_c_06,highest_level_of_education_attained_total_c_06,attended_school_but_not_completed_play_nursery_kg_pre_primary_class_i_c_06,play_nursery_kg_pre_primary_student_c_06,student_class_i_c_06,class_i_v_c_06,class_vi_ix_c_06,ssc_dakhil_o_level_equivalent_c_06,hsc_alim_a_level_equivalent_c_06,diploma_nursing_midwifery_c_06,graduate_and_above_c_06,non_formal_informal_education_and_others_c_06,total_male_c_07,female_c_07,5_9_years_male_c_07,female_1_c_07,10_14_years_male_c_07,female_2_c_07,15_19_years_male_c_07,female_3_c_07,20_24_years_male_c_07,female_4_c_07,25_29_years_male_c_07,female_5_c_07,population_total_c_08,male_c_08,female_c_08,employed_total_c_08,male_1_c_08,female_1_c_08,household_work_total_c_08,male_2_c_08,female_2_c_08,looking_for_work_total_c_08,male_3_c_08,female_3_c_08,do_not_work_total_c_08,male_4_c_08,female_4_c_08,total_c_09,male_c_09,female_c_09,agriculture_total_c_09,male_1_c_09,female_1_c_09,industry_total_c_09,male_2_c_09,female_2_c_09,service_total_c_09,male_3_c_09,female_3_c_09,total_c_10,15_19_years_c_10,20_24_years_c_10,male_total_c_10,15_19_years_1_c_10,20_24_years_1_c_10,female_total_c_10,15_19_years_2_c_10,20_24_years_2_c_10,population_having_mobile_phone_for_own_use_5_years_and_above_total_c_11_,male_c_11_,female_c_11_,15_years_and_above_total_c_11_,male_1_c_11_,female_1_c_11_,internet_user_5_years_and_above_total_c_11_,male_2_c_11_,female_2_c_11_,15_years_and_above_total_1_c_11_,male_3_c_11_,female_3_c_11_,having_account_in_financial_institution_bank_insurance_micro_credit_post_office_etc_total_c_12,male_c_12,female_c_12,having_mobile_banking_account_total_c_12,male_1_c_12,female_1_c_12,ethnic_population_total_c_13,male_c_13,female_c_13,ethnic_population_in_major_groups_garo_c_13,chakma_c_13,marma_c_13,others_c_13,general_household_c_14,type_of_structure_total_c_14,pucca_c_14,semi_pucca_c_14,kancha_c_14,jhupri_c_14,ownership_status_total_c_14,own_dwelling_unit_c_14,rented_but_having_own_dwelling_unit_elsewhere_c_14,rented_and_having_no_own_dwelling_unit_elsewhere_c_14,rent_free_but_having_own_dwelling_unit_elsewhere_c_14,rent_free_and_having_no_own_dwelling_unit_elsewhere_c_14,general_household_c_15,source_of_drinking_water_total_c_15,tap_pipe_supply_c_15,tube_well_deep_shallow_c_15,bottled_jar_water_c_15,well_c_15,pond_river_canal_lake_c_15,spring_c_15,rain_water_c_15,others_c_15,general_household_c_16,toilet_facilities_total_c_16,safe_disposal_with_flushing_pouring_water_c_16,unsafe_disposal_with_flushing_pouring_water_c_16,pit_latrine_with_slab_ventilated_improved_latrine_composting_latrine_c_16,pit_latrine_without_slab_open_pit_c_16,raw_open_hanging_latrine_permanent_temporary_c_16,open_defecation_no_latrine_available_c_16,general_household_c_17,source_of_cooking_fuel_total_c_17,straw_leaf_bran_husk_c_17,wood_chalk_chopped_wood_c_17,wood_coal_charcoal_dried_dung_c_17,kerosene_paraffin_c_17,petrol_diesel_c_17,electricity_c_17,supply_gas_c_17,lp_gas_c_17,biogas_c_17,others_c_17,electricity_coverage_c_17,general_household_c_18,household_comprising_1_person_c_18,2_person_c_18,3_person_c_18,4_person_c_18,5_person_c_18,6_person_c_18,7_person_c_18,8_person_c_18,9_person_c_18,10_person_c_18,10_person_1_c_18,average_household_size_c_18,code_15,code_18,LOCATION_NAME_CLEAN,LOCATION_KEY,sdg_4_2_2_learning_total,sdg_4_2_2_learning_male,sdg_4_2_2_learning_female,sdg_5_b_1_mobile_total,sdg_5_b_1_mobile_male,sdg_5_b_1_mobile_female,sdg_6_2_1a_basic_sanitation,sdg_6_2_1b_handwashing,sdg_7_1_1_electricity,sdg_7_1_2_clean_fuel,sdg_8_6_1_neet_total,sdg_8_6_1_neet_male,sdg_8_6_1_neet_female,sdg_8_10_2_financial_inclusion_total,sdg_8_10_2_financial_inclusion_male,sdg_8_10_2_financial_inclusion_female,sdg_11_1_1_urban_slum_total,sdg_11_1_1_urban_slum_male,sdg_11_1_1_urban_slum_female,sdg_17_8_1_internet_total,sdg_17_8_1_internet_male,sdg_17_8_1_internet_female,IS_LEAF
DH22_1524,30260014001090872681,30260014001090872681,village,village,7,Nayachar,3026001400109087,Bara Narayanpur,0,0,3026/30260014/3026001400109/3026001400109087/30260014001090872681,1,17,94.44,0,0,MATCH,Nayachar,30,Dhaka,26,Dhaka,00, ,14,Dhamrai,00, ,109,Amta,087,23.98700165180841,90.05685743941089,Bara Narayanpur,268,Nayachar,1,30260014001090872681,,,,,,,,,,200.0,200.0,0.0,0.0,773.0,374.0,399.0,0.0,93.73,773.0,52.0,61.0,68.0,91.0,49.0,52.0,58.0,82.0,56.0,49.0,40.0,24.0,31.0,26.0,20.0,7.0,7.0,773.0,773.0,0.0,0.0,0.0,0.0,313.0,100.0,33.87,65.18,0.96,0.0,0.0,347.0,100.0,13.54,70.61,15.27,0.58,0.0,63.66,70.03,57.75,63.34,70.45,56.83,57.09,64.6,50.63,721.0,607.0,431.0,17.0,7.0,152.0,607.0,2.0,10.0,13.0,149.0,197.0,34.0,41.0,0.0,12.0,149.0,114.0,80.0,32.0,26.0,35.0,27.0,43.0,22.0,4.0,5.0,0.0,0.0,721.0,347.0,374.0,228.0,212.0,16.0,266.0,0.0,266.0,10.0,9.0,1.0,217.0,126.0,91.0,228.0,212.0,16.0,104.0,94.0,10.0,24.0,22.0,2.0,100.0,96.0,4.0,34.29,23.08,55.1,15.49,9.62,31.58,53.62,41.03,70.0,57.28,71.18,44.39,68.41,87.59,51.89,31.21,42.65,20.59,33.61,47.81,21.38,14.53,18.61,11.01,37.84,52.19,25.47,,,,,,,,200.0,100.0,3.0,7.0,90.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,200.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,100.0,65.0,26.0,0.0,7.5,1.0,0.5,200.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.5,200.0,7.0,30.0,46.0,60.0,33.0,15.0,6.0,1.0,0.0,0.0,2.0,3.87,,,Nayachar,30260014001090872681,,,,,,,,,,,,,,,,,,,,,,,1
DH22_0297,3026001400109097,3026001400109097,mauza,mauza,6,Baukhanda,3026001400109,Amta,4,1,3026/30260014/3026001400109/3026001400109097,1,17,94.44,0,0,CODE_MATCH_NAME_VARIANT,Baukhanda*,30,Dhaka,26,Dhaka,00, ,14,Dhamrai,00, ,109,Amta,097,23.98107837596598,90.04658129575535,Baukhanda,,,,2167,2173.0,mauza,26.0,,14.0,,109.0,97.0,,1001.0,999.0,0.0,2.0,3906.0,1911.0,1995.0,0.0,95.79,3906.0,317.0,294.0,341.0,380.0,324.0,299.0,275.0,325.0,299.0,217.0,217.0,147.0,168.0,109.0,107.0,30.0,57.0,3906.0,3201.0,704.0,1.0,0.0,0.0,1589.0,100.0,31.21,65.83,2.01,0.57,0.38,1706.0,100.0,18.64,68.58,11.84,0.41,0.53,63.69,65.88,61.63,63.58,66.07,61.23,57.99,61.03,55.12,3589.0,2359.0,2225.0,74.0,57.0,3.0,2359.0,19.0,66.0,46.0,807.0,828.0,284.0,188.0,3.0,87.0,31.0,455.0,426.0,130.0,119.0,133.0,167.0,132.0,97.0,50.0,32.0,10.0,11.0,3589.0,1744.0,1845.0,1321.0,1060.0,261.0,932.0,18.0,914.0,7.0,6.0,1.0,1329.0,660.0,669.0,1321.0,1060.0,261.0,482.0,304.0,178.0,262.0,224.0,38.0,577.0,532.0,45.0,32.67,26.32,40.12,11.49,10.36,12.9,53.37,42.78,65.09,56.9,72.19,42.44,67.5,85.54,50.53,39.98,50.23,30.3,43.13,54.82,32.13,24.27,26.4,22.27,29.96,41.34,19.25,,,,,,,,999.0,100.0,9.91,10.01,80.08,0.0,100.0,97.4,1.0,0.3,0.6,0.7,999.0,100.0,0.0,99.9,0.0,0.1,0.0,0.0,0.0,0.0,999.0,100.0,38.24,26.63,33.13,1.3,0.5,0.2,999.0,100.0,12.21,39.14,40.94,0.1,0.0,0.0,2.7,4.3,0.0,0.6,99.5,999.0,53.0,148.0,232.0,265.0,140.0,87.0,47.0,13.0,4.0,5.0,5.0,3.9,,,Baukhanda,3026001400109097,,,,,,,,,,,,,,,,,,,,,,,0
DH22_1525,30260014001090970281,30260014001090970281,village,village,7,Baukhanda,3026001400109097,Baukhanda,0,0,3026/30260014/3026001400109/3026001400109097/30260014001090970281,1,17,94.44,0,0,MATCH,Baukhanda,30,Dhaka,26,Dhaka,00, ,14,Dhamrai,00, ,109,Amta,097,23.98152854847127,90.04752325186541,Baukhanda,028,Baukhanda,1,30260014001090970281,,,,,,,,,,627.0,627.0,0.0,0.0,2435.0,1185.0,1250.0,0.0,94.8,2435.0,209.0,192.0,198.0,229.0,206.0,187.0,174.0,182.0,182.0,144.0,135.0,90.0,103.0,73.0,76.0,19.0,36.0,2435.0,2295.0,139.0,1.0,0.0,0.0,969.0,100.0,30.24,66.56,2.17,0.93,0.1,1065.0,100.0,18.69,69.86,10.8,0.56,0.09,62.49,63.8,61.28,62.12,63.76,60.61,56.43,58.82,54.2,2226.0,1425.0,1341.0,42.0,42.0,0.0,1425.0,7.0,46.0,33.0,460.0,508.0,178.0,123.0,2.0,45.0,23.0,280.0,273.0,89.0,80.0,73.0,103.0,86.0,63.0,26.0,21.0,6.0,6.0,2226.0,1069.0,1157.0,820.0,638.0,182.0,509.0,5.0,504.0,5.0,5.0,0.0,892.0,421.0,471.0,820.0,638.0,182.0,301.0,163.0,138.0,147.0,123.0,24.0,372.0,352.0,20.0,31.95,23.58,41.26,12.5,11.02,14.44,49.78,36.94,62.07,58.81,74.46,44.34,69.17,86.76,52.84,39.94,50.89,29.82,44.77,56.9,33.51,21.73,25.0,18.7,29.08,40.27,18.7,,,,,,,,627.0,100.0,7.81,11.32,80.86,0.0,100.0,99.04,0.48,0.0,0.0,0.48,627.0,100.0,0.0,99.84,0.0,0.16,0.0,0.0,0.0,0.0,627.0,100.0,22.81,41.63,34.29,0.32,0.8,0.16,627.0,100.0,7.18,26.48,64.11,0.16,0.0,0.0,0.0,1.91,0.0,0.16,99.36,627.0,32.0,93.0,149.0,165.0,91.0,52.0,32.0,6.0,1.0,4.0,2.0,3.88,,,Baukhanda,30260014001090970281,,,,,,,,,,,,,,,,,,,,,,,1
DH22_1526,30260014001090970681,30260014001090970681,village,village,7,Dakatmara,3026001400109097,Baukhanda,0,0,3026/30260014/3026001400109/3026001400109097/30260014001090970681,1,17,94.44,0,0,MATCH,Dakatmara,30,Dhaka,26,Dhaka,00, ,14,Dhamrai,00, ,109,Amta,097,23.990921706326624,90.05334770285378,Baukhanda,068,Dakatmara,1,30260014001090970681,,,,,,,,,,75.0,74.0,0.0,1.0,279.0,137.0,142.0,0.0,96.48,279.0,21.0,16.0,22.0,37.0,21.0,20.0,12.0,21.0,17.0,20.0,19.0,12.0,16.0,8.0,9.0,1.0,7.0,279.0,279.0,0.0,0.0,0.0,0.0,122.0,100.0,31.97,64.75,2.46,0.0,0.82,120.0,100.0,12.5,69.17,15.83,0.0,2.5,51.94,54.96,48.82,51.78,54.69,48.8,45.0,46.79,43.24,258.0,136.0,132.0,3.0,1.0,0.0,136.0,2.0,3.0,1.0,56.0,48.0,14.0,8.0,0.0,4.0,0.0,36.0,22.0,7.0,4.0,13.0,8.0,13.0,8.0,3.0,2.0,0.0,0.0,258.0,131.0,127.0,92.0,80.0,12.0,84.0,0.0,84.0,1.0,1.0,0.0,81.0,50.0,31.0,92.0,80.0,12.0,48.0,36.0,12.0,1.0,1.0,0.0,43.0,43.0,0.0,36.21,27.03,52.38,10.0,13.64,0.0,64.29,46.67,84.62,44.57,61.83,26.77,51.82,73.39,30.63,28.29,37.4,18.9,31.36,44.04,18.92,9.55,13.76,5.41,24.09,32.11,16.22,,,,,,,,74.0,100.0,2.7,10.81,86.49,0.0,100.0,100.0,0.0,0.0,0.0,0.0,74.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,100.0,21.62,2.7,70.27,5.41,0.0,0.0,74.0,100.0,29.73,63.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.76,98.65,74.0,7.0,9.0,18.0,17.0,13.0,5.0,4.0,1.0,0.0,0.0,0.0,3.76,,,Dakatmara,30260014001090970681,,,,,,,,,,,,,,,,,,,,,,,1
DH22_1527,30260014001090971881,30260014001090971881,village,village,7,Jagatnagar,3026001400109097,Baukhanda,0,0,3026/30260014/3026001400109/3026001400109097/30260014001090971881,1,17,94.44,0,0,MATCH,Jagatnagar,30,Dhaka,26,Dhaka,00, ,14,Dhamrai,00, ,109,Amta,097,23.97384926413912,90.04479676556244,Baukhanda,188,Jagatnagar,1,30260014001090971881,,,,,,,,,,156.0,155.0,0.0,1.0,653.0,328.0,325.0,0.0,100.92,653.0,51.0,47.0,61.0,58.0,55.0,59.0,43.0,64.0,56.0,28.0,38.0,21.0,28.0,16.0,12.0,9.0,7.0,653.0,138.0,515.0,0.0,0.0,0.0,279.0,100.0,33.69,64.16,1.79,0.0,0.36,276.0,100.0,20.29,68.48,10.87,0.0,0.36,70.43,74.1,66.67,70.67,74.66,66.67,66.4,70.92,61.73,602.0,440.0,425.0,5.0,7.0,3.0,440.0,8.0,9.0,9.0,163.0,150.0,55.0,26.0,0.0,18.0,2.0,63.0,64.0,18.0,18.0,18.0,28.0,14.0,11.0,10.0,4.0,3.0,3.0,602.0,305.0,297.0,232.0,204.0,28.0,181.0,3.0,178.0,1.0,0.0,1.0,188.0,98.0,90.0,232.0,204.0,28.0,97.0,86.0,11.0,56.0,50.0,6.0,79.0,68.0,11.0,35.4,34.48,36.36,10.0,10.34,9.68,64.15,58.62,70.83,56.98,71.15,42.42,68.62,85.66,51.03,48.67,57.05,40.07,47.37,56.18,38.27,25.3,29.08,21.4,30.36,40.64,19.75,,,,,,,,155.0,100.0,21.29,8.39,70.32,0.0,100.0,90.32,3.87,1.29,3.23,1.29,155.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,100.0,81.94,0.0,18.06,0.0,0.0,0.0,155.0,100.0,35.48,35.48,4.52,0.0,0.0,0.0,9.68,14.84,0.0,0.0,100.0,155.0,3.0,25.0,33.0,42.0,19.0,17.0,7.0,4.0,2.0,0.0,3.0,4.19,,,Jagatnagar,30260014001090971881,,,,,,,,,,,,,,,,,,,,,,,1
DH22_1528,30260014001090973681,30260014001090973681,village,village,7,Shialupara,3026001400109097,Baukhanda,0,0,3026/30260014/3026001400109/3026001400109097/30260014001090973681,1,17,94.44,0,0,MATCH,Shialupara,30,Dhaka,26,Dhaka,00, ,14,Dhamrai,00, ,109,Amta,097,23.97967140952111,90.03995645561906,Baukhanda,368,Shialupara,1,30260014001090973681,,,,,,,,,,143.0,143.0,0.0,0.0,539.0,261.0,278.0,0.0,93.88,539.0,36.0,39.0,60.0,56.0,42.0,33.0,46.0,58.0,44.0,25.0,25.0,24.0,21.0,12.0,10.0,1.0,7.0,539.0,489.0,50.0,0.0,0.0,0.0,219.0,100.0,31.96,65.3,1.37,0.0,1.37,245.0,100.0,19.59,62.86,15.51,0.41,1.63,67.0,70.71,63.64,67.62,71.79,63.81,61.88,66.49,57.87,503.0,358.0,327.0,24.0,7.0,0.0,358.0,2.0,8.0,3.0,128.0,122.0,37.0,31.0,1.0,20.0,6.0,76.0,67.0,16.0,17.0,29.0,28.0,19.0,15.0,11.0,5.0,1.0,2.0,503.0,239.0,264.0,177.0,138.0,39.0,158.0,10.0,148.0,0.0,0.0,0.0,168.0,91.0,77.0,177.0,138.0,39.0,36.0,19.0,17.0,58.0,50.0,8.0,83.0,69.0,14.0,30.61,28.57,33.33,10.0,4.17,15.38,52.08,46.88,62.5,54.67,69.04,41.67,67.08,86.7,50.0,35.79,45.61,26.89,36.88,49.47,25.93,42.57,36.7,47.69,36.63,52.66,22.69,,,,,,,,143.0,100.0,10.49,5.59,83.92,0.0,100.0,96.5,0.7,0.7,0.7,1.4,143.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,100.0,67.13,2.1,25.17,4.9,0.0,0.7,143.0,100.0,0.0,86.01,0.0,0.0,0.0,0.0,8.39,5.59,0.0,0.0,100.0,143.0,11.0,21.0,32.0,41.0,17.0,13.0,4.0,2.0,1.0,1.0,0.0,3.77,,,Shialupara,30260014001090973681,,,,,,,,,,,,,,,,,,,,,,,1
DH22_0298,3026001400109408,3026001400109408,mauza,mauza,6,Jethail,3026001400109,Amta,1,1,3026/30260014/3026001400109/3026001400109408,1,17,94.44,0,0,CODE_MATCH_NAME_VARIANT,Jethail*,30,Dhaka,26,Dhaka,00, ,14,Dhamrai,00, ,109,Amta,408,24.009548630695388,90.07060614743874,Jethail,,,,2172,2178.0,mauza,26.0,,14.0,,109.0,408.0,,845.0,840.0,0.0,5.0,3400.0,1642.0,1758.0,0.0,93.4,3400.0,293.0,308.0,309.0,330.0,251.0,226.0,267.0,275.0,261.0,191.0,202.0,150.0,140.0,77.0,66.0,21.0,33.0,3400.0,3064.0,336.0,0.0,0.0,0.0,1325.0,100.0,27.77,71.47,0.6,0.15,0.0,1474.0,100.0,19.0,72.05,8.14,0.75,0.07,64.47,67.59,61.6,64.47,67.22,61.95,58.84,61.74,56.2,3107.0,1995.0,1953.0,8.0,33.0,1.0,1995.0,9.0,54.0,63.0,673.0,673.0,258.0,179.0,11.0,69.0,6.0,385.0,353.0,132.0,110.0,116.0,139.0,103.0,84.0,30.0,15.0,4.0,5.0,3107.0,1487.0,1620.0,1113.0,863.0,250.0,814.0,23.0,791.0,9.0,8.0,1.0,1171.0,593.0,578.0,1113.0,863.0,250.0,380.0,239.0,141.0,160.0,108.0,52.0,573.0,516.0,57.0,40.28,31.82,51.39,16.67,15.44,18.35,59.13,45.3,76.76,46.03,58.24,34.81,56.75,72.38,42.57,23.08,29.99,16.73,25.1,32.6,18.3,22.09,24.58,19.83,19.72,29.56,10.8,,,,,,,,840.0,100.0,9.76,15.0,73.33,1.9,100.0,96.19,0.95,1.07,1.07,0.71,840.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,840.0,100.0,17.62,0.36,67.74,9.52,3.45,1.31,840.0,100.0,18.33,36.55,40.6,0.0,0.0,0.0,0.0,4.52,0.0,0.0,99.88,840.0,38.0,113.0,189.0,226.0,138.0,70.0,33.0,12.0,9.0,5.0,7.0,4.04,,,Jethail,3026001400109408,,,,,,,,,,,,,,,,,,,,,,,0
DH22_1529,30260014001094081881,30260014001094081881,village,village,7,Jethail,3026001400109408,Jethail,0,0,3026/30260014/3026001400109/3026001400109408/30260014001094081881,1,1,5.56,0,0,MATCH,Jethail,30,Dhaka,26,Dhaka,00, ,14,Dhamrai,00, ,109,Amta,408,24.009548630695388,90.07060614743874,Jethail,188,Jethail,1,30260014001094081881,,,,,,,,,,845.0,840.0,0.0,5.0,3400.0,1642.0,1758.0,0.0,93.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jethail,30260014001094081881,,,,,,,,,,,,,,,,,,,,,,,1
DH22_0299,3026001400109444,3026001400109444,mauza,mauza,6,Kancha Rajapur,3026001400109,Amta,1,1,3026/30260014/3026001400109/3026001400109444,1,17,94.44,0,0,CODE_MATCH_NAME_VARIANT,Kancha Rajapur*,30,Dhaka,26,Dhaka,00, ,14,Dhamrai,00, ,109,Amta,444,24.00502574419863,90.05105837101861,Kancha Rajapur,,,,2174,2180.0,mauza,26.0,,14.0,,109.0,444.0,,183.0,181.0,0.0,2.0,720.0,347.0,373.0,0.0,93.03,720.0,41.0,60.0,70.0,80.0,58.0,38.0,46.0,57.0,79.0,42.0,39.0,24.0,36.0,13.0,27.0,3.0,7.0,720.0,720.0,0.0,0.0,0.0,0.0,295.0,100.0,33.56,66.1,0.34,0.0,0.0,324.0,100.0,17.28,67.9,14.2,0.31,0.31,59.35,64.71,54.49,61.2,66.24,56.51,56.28,61.57,51.7,679.0,430.0,400.0,9.0,21.0,0.0,430.0,14.0,5.0,9.0,141.0,163.0,47.0,40.0,2.0,9.0,0.0,85.0,62.0,13.0,10.0,31.0,24.0,30.0,24.0,10.0,3.0,1.0,1.0,679.0,323.0,356.0,213.0,185.0,28.0,214.0,4.0,210.0,7.0,6.0,1.0,245.0,128.0,117.0,213.0,185.0,28.0,128.0,103.0,25.0,5.0,4.0,1.0,80.0,78.0,2.0,38.41,23.75,58.62,17.39,19.57,13.04,59.42,29.41,88.57,50.81,65.33,37.64,61.93,81.57,44.9,19.88,27.55,12.92,22.4,32.55,13.61,10.38,13.33,7.82,31.15,45.1,19.05,,,,,,,,181.0,100.0,4.42,10.5,85.08,0.0,100.0,97.24,1.1,0.55,1.1,0.0,181.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,100.0,21.55,0.0,68.51,9.94,0.0,0.0,181.0,100.0,13.26,59.12,27.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.69,181.0,8.0,27.0,36.0,48.0,36.0,13.0,8.0,4.0,0.0,1.0,0.0,3.97,,,Kancha Rajapur,3026001400109444,,,,,,,,,,,,,,,,,,,,,,,0
DH22_1530,30260014001094442081,30260014001094442081,village,village,7,Kancha Rajapur,3026001400109444,Kancha Rajapur,0,0,3026/30260014/3026001400109/3026001400109444/30260014001094442081,1,1,5.56,0,0,MATCH,Kancha Rajapur,30,Dhaka,26,Dhaka,00, ,14,Dhamrai,00, ,109,Amta,444,24.00502574419863,90.05105837101861,Kancha Rajapur,208,Kancha Rajapur,1,30260014001094442081,,,,,,,,,,183.0,181.0,0.0,2.0,720.0,347.0,373.0,0.0,93.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kancha Rajapur,30260014001094442081,,,,,,,,,,,,,,,,,,,,,,,1
DH22_0300,3026001400109571,3026001400109571,mauza,mauza,6,Nandeshwari,3026001400109,Amta,1,1,3026/30260014/3026001400109/3026001400109571,1,17,94.44,0,0,CODE_MATCH_NAME_VARIANT,Nandeshwari*,30,Dhaka,26,Dhaka,00, ,14,Dhamrai,00, ,109,Amta,571,23.969839746627454,90.04825084577134,Nandeshwari,,,,2176,2182.0,mauza,26.0,,14.0,,109.0,571.0,,1047.0,1013.0,3.0,31.0,4494.0,2241.0,2253.0,0.0,99.47,4494.0,367.0,484.0,606.0,425.0,373.0,339.0,361.0,333.0,288.0,203.0,208.0,156.0,135.0,76.0,78.0,28.0,34.0,4494.0,4388.0,100.0,5.0,1.0,0.0,1852.0,100.0,38.01,60.96,0.54,0.22,0.27,1791.0,100.0,23.0,66.72,9.16,0.5,0.61,77.32,80.27,74.37,77.23,80.42,74.02,70.66,75.5,65.66,4127.0,3241.0,2402.0,78.0,756.0,5.0,3241.0,16.0,70.0,75.0,976.0,818.0,285.0,251.0,11.0,200.0,539.0,746.0,664.0,185.0,252.0,282.0,268.0,187.0,94.0,81.0,48.0,11.0,2.0,4127.0,2063.0,2064.0,1434.0,1181.0,253.0,1087.0,14.0,1073.0,37.0,33.0,4.0,1569.0,835.0,734.0,1434.0,1181.0,253.0,214.0,130.0,84.0,441.0,349.0,92.0,779.0,702.0,77.0,28.7,21.88,36.46,8.12,8.33,7.82,52.86,41.62,62.89,55.71,69.12,42.3,73.53,88.59,57.97,44.54,52.35,36.72,47.02,58.39,35.27,36.15,38.82,33.4,33.68,47.5,19.41,,,,,,,,1013.0,100.0,20.04,10.96,68.9,0.1,100.0,78.97,18.07,2.07,0.3,0.59,1013.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1013.0,100.0,49.46,4.84,44.23,0.89,0.39,0.2,1013.0,100.0,8.88,36.92,17.28,0.0,0.0,0.0,20.04,16.88,0.0,0.0,99.8,1013.0,51.0,175.0,245.0,243.0,165.0,72.0,29.0,13.0,9.0,6.0,5.0,3.82,,,Nandeshwari,3026001400109571,,,,,,,,,,,,,,,,,,,,,,,0
DH22_1531,30260014001095712681,30260014001095712681,village,village,7,Nandeshwari,3026001400109571,Nandeshwari,0,0,3026/30260014/3026001400109/3026001400109571/30260014001095712681,1,1,5.56,0,0,MATCH,Nandeshwari,30,Dhaka,26,Dhaka,00, ,14,Dhamrai,00, ,109,Amta,571,23.969839746627454,90.04825084577134,Nandeshwari,268,Nandeshwari,1,30260014001095712681,,,,,,,,,,1047.0,1013.0,3.0,31.0,4494.0,2241.0,2253.0,0.0,99.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nandeshwari,30260014001095712681,,,,,,,,,,,,,,,,,,,,,,,1
